City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
496,palmer,42.1584,-72.3287,0.14,83,75,3.6,US,1674531393
497,saint-francois,46.4154,3.9054,1.69,87,100,2.57,FR,1674531209
498,gambela,8.25,34.5833,24.58,36,67,1.55,ET,1674531413
499,plouzane,48.3833,-4.6167,6.03,81,100,5.14,FR,1674531414
500,arman,59.7,150.1667,-24.02,80,98,4.87,RU,1674531414
501,palenque,17.5167,-91.9667,21.27,91,1,0.15,MX,1674531415
502,la peca,-5.6111,-78.435,20.32,84,78,1.2,PE,1674531416
503,nelson bay,-32.7167,152.15,27.03,74,13,1.34,AU,1674531417
504,corrente,-3.7367,-43.3394,21.61,99,70,1.15,BR,1674531417
505,karpogory,64.0019,44.4451,-12.07,92,80,3.86,RU,1674531418
506,ladovskaya balka,45.6297,41.4023,0.26,76,40,7.23,RU,1674531419
507,batticaloa,7.7102,81.6924,26.31,76,99,5.27,LK,1674531419
508,kongsberg,59.6652,9.6465,0.79,7,100,1.63,NO,1674531420
509,beisfjord,68.3751,17.5988,1.69,91,100,5.55,NO,1674531421
510,hit,33.6416,42.8251,9.58,44,0,3.23,IQ,1674531422
511,mendoza,-32.8908,-68.8272,26.74,54,20,1.54,AR,1674531423
512,high level,58.5169,-117.136,-10.94,92,100,1.54,CA,1674531424
513,ekhabi,53.5102,142.9671,-26.91,94,100,8.64,RU,1674531425
514,itarema,-2.9248,-39.9167,24.77,85,22,1.79,BR,1674531426
515,vardo,70.3705,31.1107,-4.01,80,35,9.77,NO,1674531427
516,huarmey,-10.0681,-78.1522,21.3,80,98,2.97,PE,1674531429
517,cayeli,41.0923,40.7292,9.52,86,68,1.09,TR,1674531430
518,bubaque,11.2833,-15.8333,23.11,78,6,5.99,GW,1674531431
519,deputatskiy,69.3,139.9,-35.95,100,95,0.83,RU,1674531432
520,mount gambier,-37.8333,140.7667,23.49,45,50,3.93,AU,1674531433
521,khudumelapye,-23.8833,24.75,18.99,67,10,2.65,BW,1674531435
522,sfantu gheorghe,45.8667,25.7833,-2.26,86,34,1.99,RO,1674531436
523,mahon,39.8885,4.2658,7.31,81,75,6.17,ES,1674531437
524,umm lajj,25.0213,37.2685,20.37,67,0,3.44,SA,1674531140
525,tay ninh,11.3,106.1,31.16,51,42,4.44,VN,1674531438
526,kaliua,-5.0606,31.7936,17.34,95,100,0.73,TZ,1674531441
527,tual,-5.6667,132.75,28.37,74,80,4.67,ID,1674531442
528,bone,51.9669,12.1396,1.25,90,16,2.45,DE,1674531443
529,okmulgee,35.6234,-95.9605,3.89,80,0,0.0,US,1674531444
530,walvis bay,-22.9575,14.5053,17.99,85,99,5.72,NA,1674531445
531,lixourion,38.2019,20.4314,9.98,81,92,0.77,GR,1674531446
532,la ronge,55.1001,-105.2842,-12.86,78,100,3.6,CA,1674531447
533,coquimbo,-29.9533,-71.3436,16.85,94,0,2.06,CL,1674531197
534,grand-lahou,5.1367,-5.0242,25.85,90,43,3.21,CI,1674531449
535,churapcha,62.0025,132.4325,-39.25,91,100,1.9,RU,1674531450
536,mancio lima,-7.6142,-72.8958,21.24,94,76,1.27,BR,1674531451
537,thaba-tseka,-29.522,28.6084,13.02,56,1,1.02,LS,1674531452
538,zeya,53.75,127.2667,-24.64,72,100,1.23,RU,1674531360
539,lincoln,40.8,-96.667,1.95,89,100,2.06,US,1674531450
540,gat,31.61,34.7642,15.78,100,0,0.86,IL,1674531454
